HoV,TZ_Flow,MIXP,AMBP,AMBT,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R600_HD
ASD386,929.8603,2630.5574,100319.42,294.759034,131,140,120,125,153
ASD387,927.587,2606.7863,100412.02,294.41738,131,140,120,125,153
ASD388,929.3277,2569.6564,100308.27,295.911015,131,140,120,125,153
ASD389,927.9064125,2715.736,100303.85,296.274338,131,140,120,125,153
ASD390,927.81125,2639.0968,100193.86,295.997706,131,140,120,125,153
ASD391,927.9187,2730.8208,100327.46,294.859806,131,140,120,125,153
ASD392,929.389875,2523.8073,100371.155,295.828967,131,140,120,125,153
ASD393,928.195575,2690.7207,100381.54,294.892163,131,140,120,125,153
ASD394,928.2267,2572.6366,100299.82,294.180602,131,140,120,125,153
ASD395,928.612825,2665.7822,100316.675,295.613919,131,140,120,125,153
ASD396,929.2594125,2627.5702,100327.11,295.40866,131,140,120,125,153
ASD397,927.609875,2668.4767,100442.04,295.17988,131,140,120,125,153
ASD398,928.596575,2587.5584,100273.61,294.664805,131,140,120,125,153
ASD399,927.25125,2666.3363,100424.61,295.875689,131,140,120,125,153
ASD400,928.1562,2527.0756,100197.394,295.468804,131,140,120,125,153
ASD401,926.976,2631.6397,100363.55,295.432108,131,140,120,125,153
ASD402,928.94075,2639.81,100354.065,295.917382,131,140,120,125,153
ASD403,929.086875,2629.7747,100374.457,295.535084,131,140,120,125,153
ASD404,928.00275,2592.862,100399.59,295.380494,131,140,120,125,153
ASD405,928.543325,2653.6875,100436.31,296.565585,131,140,120,125,153
ASD406,927.6095625,2547.6564,100294.68,295.486903,131,140,120,125,153
ASD407,928.822325,2780.4932,100360.01,295.801382,131,140,120,125,153
ASD408,927.8795625,2584.762,100476.48,295.270596,131,140,120,125,153
ASD409,928.655375,2618.3235,100373.1,296.770329,131,140,120,125,153
ASD410,928.58325,2658.162,100395.92,295.34121,131,140,120,125,153
ASD411,928.21125,2521.1931,100338.934,295.172688,131,140,120,125,153
ASD412,928.157425,2579.611,100418.09,295.09011,131,140,120,125,153
ASD413,929.571375,2583.2878,100307.42,295.672354,131,140,120,125,153
ASD414,928.792125,2594.212,100424.005,295.023503,131,140,120,125,153
ASD415,927.6779125,2731.0287,100297.21,295.48553,131,140,120,125,153
ASD416,928.19025,2609.269,100308.08,295.591935,131,140,120,125,153
ASD417,928.47875,2638.409,100342.175,295.461558,131,140,120,125,153
ASD418,927.029425,2623.3969,100357.93,295.788794,131,140,120,125,153
ASD419,928.59075,2660.974,100426.587,295.37434,131,140,120,125,153
ASD420,927.65225,2704.5567,100325.885,295.406418,131,140,120,125,153
ASD421,928.69925,2559.4896,100338.1,295.59323,131,140,120,125,153
ASD422,927.8273,2535.9863,100333.203,295.696692,131,140,120,125,153
ASD423,928.139575,2575.0488,100375.81,295.560255,131,140,120,125,153
ASD424,927.308625,2595.3564,100359.43,295.960434,131,140,120,125,153
ASD425,928.632875,2604.908,100404.364,294.922858,131,140,120,125,153
ASD426,928.3794375,2588.4283,100339.764,295.211546,131,140,120,125,153
ASD427,928.3763125,2676.0464,100371.31,295.788882,131,140,120,125,153
ASD428,927.642675,2696.3562,100421.985,294.52298,131,140,120,125,153
ASD429,928.229625,2675.5173,100342.584,295.089407,131,140,120,125,153
ASD430,928.836675,2599.1812,100369.96,295.269522,131,140,120,125,153
ASD431,928.887325,2492.0748,100305.86,295.498316,131,140,120,125,153
ASD432,928.037,2621.4016,100347.546,295.336031,131,140,120,125,153
ASD433,927.920375,2541.5842,100316.28,295.175822,131,140,120,125,153
ASD434,927.4585,2549.9756,100369.45,295.877556,131,140,120,125,153
ASD435,928.2035,2549.1133,100391.8,295.42706,131,140,120,125,153
ASD436,928.44795,2588.9921,100339.197,295.89839,131,140,120,125,153
ASD437,927.551375,2678.979,100328.723,294.10715,131,140,120,125,153
ASD438,927.928,2584.8555,100412.714,295.13734,131,140,120,125,153
ASD439,927.886425,2686.5738,100447.65,295.531617,131,140,120,125,153
ASD440,929.45475,2711.4882,100312.39,296.355889,131,140,120,125,153
ASD441,928.96275,2676.9257,100459.57,295.809113,131,140,120,125,153
ASD442,927.428375,2539.037,100344.31,296.287074,131,140,120,125,153
ASD443,927.737875,2613.2366,100283.325,295.821993,131,140,120,125,153
ASD444,928.17325,2558.9165,100377.69,295.699988,131,140,120,125,153
ASD445,928.5073125,2616.2657,100387.274,294.998139,131,140,120,125,153
ASD446,927.13925,2610.0555,100451.81,294.959847,131,140,120,125,153
ASD447,929.83505,2610.6466,100326.92,295.242463,131,140,120,125,153
ASD448,928.16525,2561.1952,100286.88,294.974255,131,140,120,125,153
ASD449,927.9685,2586.691,100368.414,294.963358,131,140,120,125,153
ASD450,927.2365,2557.6412,100325.134,295.6562,131,140,120,125,153
ASD451,928.3395,2550.5632,100331.7,294.465678,131,140,120,125,153
ASD452,928.3485375,2506.0005,100312.646,294.701197,131,140,120,125,153
ASD453,928.6473125,2624.2874,100256.24,295.893258,131,140,120,125,153
ASD454,928.571325,2614.8705,100416.846,294.513098,131,140,120,125,153
ASD455,927.572375,2563.8306,100254.15,295.394171,131,140,120,125,153
ASD456,928.640125,2621.7243,100331.05,295.297188,131,140,120,125,153
ASD457,928.12125,2574.9067,100323.95,295.845997,131,140,120,125,153
ASD458,927.96325,2541.9104,100242.6,295.55386,131,140,120,125,153
ASD459,926.9538125,2592.6708,100412.67,295.024361,131,140,120,125,153
ASD460,926.8515,2638.7865,100344.055,296.012925,131,140,120,125,153
ASD461,928.811575,2610.431,100363.78,295.243426,131,140,120,125,153
ASD462,927.937925,2586.5004,100294.07,295.971583,131,140,120,125,153
ASD463,928.816075,2622.5681,100468.45,295.152102,131,140,120,125,153
ASD464,929.045875,2583.1589,100365.466,295.399836,131,140,120,125,153
ASD465,927.55825,2620.3543,100358.984,296.165402,131,140,120,125,153
ASD466,927.011125,2645.1017,100411.115,294.278046,131,140,120,125,153
ASD467,927.670675,2592.4425,100308.22,295.108775,131,140,120,125,153
ASD468,928.402875,2602.0264,100305.79,295.79941,131,140,120,125,153
ASD469,929.507375,2638.0617,100416.73,296.421902,131,140,120,125,153
ASD470,927.32225,2627.8053,100372.67,296.2722,131,140,120,125,153
ASD471,928.762625,2524.94,100291.59,295.576472,131,140,120,125,153
ASD472,927.3915,2552.7935,100327.734,295.085957,131,140,120,125,153
ASD473,929.64175,2534.7147,100280.27,295.157439,131,140,120,125,153
ASD474,928.099875,2605.4825,100279.6,294.916962,131,140,120,125,153
ASD475,927.745875,2571.6892,100475.66,295.043986,131,140,120,125,153
ASD476,928.626875,2617.7588,100411.91,296.152094,131,140,120,125,153
ASD477,928.4677875,2616.7084,100393.77,295.864548,131,140,120,125,153
ASD478,929.47475,2633.6828,100433.014,296.12103,131,140,120,125,153
ASD479,929.1734375,2630.4323,100344.147,294.566246,131,140,120,125,153
ASD480,927.91625,2594.9806,100406.903,295.90471,131,140,120,125,153
ASD481,928.120125,2651.6808,100420.1,295.42851,131,140,120,125,153
ASD482,928.45975,2651.7569,100408.966,295.332981,131,140,120,125,153
ASD483,927.921375,2647.55,100347.59,295.329905,131,140,120,125,153
ASD484,928.6285,2662.0178,100403.63,295.274628,131,140,120,125,153
ASD485,927.412875,2538.1905,100408.5,295.63171,131,140,120,125,153
ASD486,927.4913,2619.2986,100333.5,295.37861,131,140,120,125,153
ASD487,926.954,2579.4329,100376.87,294.793326,131,140,120,125,153
ASD488,928.119625,2543.0017,100365.405,295.390686,131,140,120,125,153
ASD489,929.56525,2625.499,100394.49,294.93521,131,140,120,125,153
ASD490,926.9622,2681.3255,100377.76,293.903717,131,140,120,125,153
ASD491,927.645625,2633.52,100270.18,295.008051,131,140,120,125,153
ASD492,928.379375,2560.9755,100348.7,295.03645,131,140,120,125,153
ASD493,927.9299125,2508.4785,100321.936,294.756892,131,140,120,125,153
ASD494,928.296875,2627.5326,100370.03,294.635607,131,140,120,125,153
ASD495,928.5805,2522.7861,100325.19,294.666659,131,140,120,125,153
ASD496,928.275625,2687.5374,100268.88,296.30218,131,140,120,125,153
ASD497,928.1360625,2575.7126,100299.83,296.12268,131,140,120,125,153
ASD498,928.52925,2667.4145,100344.904,295.108977,131,140,120,125,153
ASD499,928.7565,2566.168,100428.59,294.626946,131,140,120,125,153
ASD500,927.5993375,2574.2956,100474.49,295.264326,131,140,120,125,153
ASD501,928.132175,2544.694,100428.64,295.386559,131,140,120,125,153
ASD502,927.48345,2663.3902,100269.67,296.003865,131,140,120,125,153
ASD503,928.561875,2591.5384,100414.17,295.296885,131,140,120,125,153
ASD504,928.899875,2679.1939,100351.76,295.476286,131,140,120,125,153
ASD505,927.474375,2584.3544,100302.26,294.719017,131,140,120,125,153
ASD506,928.695625,2662.4945,100384.72,294.855257,131,140,120,125,153
ASD507,928.545875,2443.9121,100469.79,294.31797,131,140,120,125,153
ASD508,928.9229625,2626.1698,100375.635,294.782902,131,140,120,125,153
ASD509,927.835125,2582.8949,100314.91,295.617758,131,140,120,125,153
ASD510,928.47925,2533.6918,100433.575,295.45696,131,140,120,125,153
ASD511,928.113625,2661.8652,100396.783,295.28751,131,140,120,125,153
ASD512,927.069,2662.4207,100311.02,295.673405,131,140,120,125,153
ASD513,928.8707,2622.9324,100531.616,295.161686,131,140,120,125,153
ASD514,928.8353,2739.8636,100438.96,296.101315,131,140,120,125,153
ASD515,928.73075,2539.549,100215.6,295.702757,131,140,120,125,153
ASD516,929.209375,2500.3057,100369.39,294.83511,131,140,120,125,153
ASD517,929.641875,2617.3336,100456.226,295.500922,131,140,120,125,153
ASD518,927.62725,2695.286,100276.776,295.000046,131,140,120,125,153
ASD519,928.297125,2546.6934,100313.934,295.38109,131,140,120,125,153
ASD520,928.79225,2538.322,100379.79,295.544575,131,140,120,125,153
ASD521,929.1681625,2655.9393,100360.986,296.022984,131,140,120,125,153
ASD522,928.63025,2508.442,100374.32,294.994814,131,140,120,125,153
ASD523,929.355925,2678.3531,100417.05,294.869978,131,140,120,125,153
ASD524,928.469925,2604.3413,100373.724,296.410078,131,140,120,125,153
ASD525,926.831875,2652.125,100341.895,295.516068,131,140,120,125,153
ASD526,926.9168125,2522.3236,100418.76,296.159754,131,140,120,125,153
ASD527,929.0007,2623.4392,100417.224,295.435578,131,140,120,125,153
ASD528,927.904,2601.0054,100356.03,294.982903,131,140,120,125,153
ASD529,928.5707125,2667.0628,100302.16,295.021641,131,140,120,125,153
ASD530,929.1825875,2600.9378,100369.68,296.48474,131,140,120,125,153
ASD531,928.0888375,2622.4186,100334.674,294.195206,131,140,120,125,153
ASD532,928.9864375,2520.8912,100322.71,296.011979,131,140,120,125,153
ASD533,927.323075,2630.9235,100411.554,294.796355,131,140,120,125,153
ASD534,927.40075,2561.1517,100376.04,295.63145,131,140,120,125,153
ASD535,929.030125,2735.6169,100418.994,295.4138,131,140,120,125,153
ASD536,928.88425,2607.3553,100316.33,295.50435,131,140,120,125,153
ASD537,927.26745,2601.218,100335.62,295.50698,131,140,120,125,153
ASD538,929.26125,2499.3496,100424.11,295.344065,131,140,120,125,153
ASD539,928.28875,2651.771,100257.715,295.238158,131,140,120,125,153
ASD540,928.192625,2523.0381,100278.63,295.177704,131,140,120,125,153
ASD541,928.4900625,2569.064,100355,294.607891,131,140,120,125,153
ASD542,929.372875,2657.9767,100471.94,294.014794,131,140,120,125,153
ASD543,926.407,2631.0337,100291.85,295.6143,131,140,120,125,153
ASD544,927.555375,2528.2787,100222.504,296.091618,131,140,120,125,153
ASD545,928.505625,2623.3107,100390.8,295.13928,131,140,120,125,153
ASD546,927.793875,2680.4436,100354.126,295.271374,131,140,120,125,153
ASD547,929.189375,2570.6692,100348.236,296.58649,131,140,120,125,153
ASD548,927.550125,2640.7415,100259.875,295.557822,131,140,120,125,153
ASD549,929.1665625,2638.917,100393.353,295.490694,131,140,120,125,153
ASD550,929.0853125,2785.6152,100458.325,294.825674,131,140,120,125,153
ASD551,928.6695,2668.6804,100248.3,295.182951,131,140,120,125,153
ASD552,924.051,2605.6965,100338.33,296.288609,131,136,120,125,152
ASD553,924.93825,2632.8775,100191.32,298.636042,131,136,120,125,152
ASD554,925.044325,2578.6327,100206.573,298.039408,131,136,120,125,152
ASD555,925.875325,2517.1446,100143.65,297.633864,131,136,120,125,152
ASD556,923.32325,2663.1855,100263.3,297.614056,131,136,120,125,152
ASD557,925.541125,2599.1898,100300.24,297.889744,131,136,120,125,152
ASD558,925.179675,2563.9158,100190.83,298.10737,131,136,120,125,152
ASD559,925.9970875,2593.9543,100210.986,297.0068,131,136,120,125,152
ASD560,924.25075,2600.716,100300.757,297.303202,131,136,120,125,152
ASD561,924.404375,2665.9634,100134.73,297.849106,131,136,120,125,152
ASD562,924.638625,2600.3942,100232.007,297.91291,131,136,120,125,152
ASD563,925.197825,2610.4023,100155.585,298.323084,131,136,120,125,152
ASD564,924.2521625,2592.68,100197.296,295.792895,131,136,120,125,152
ASD565,925.64575,2536.4563,100273.285,298.448018,131,136,120,125,152
ASD566,925.09775,2618.9651,100291.907,298.353552,131,136,120,125,152
ASD567,924.465125,2560.4877,100219.16,298.266402,131,136,120,125,152
ASD568,925.772875,2598.5317,100137.933,297.807824,131,136,120,125,152
ASD569,924.6965,2660.7233,100224.677,297.313528,131,136,120,125,152
ASD570,925.3498125,2722.222,100301.29,297.32287,131,136,120,125,152
ASD571,925.319825,2610.5875,100317.053,295.843209,131,136,120,125,152
ASD572,925.400125,2565.0135,100263.91,296.855477,131,136,120,125,152
ASD573,924.7963,2578.547,100223.81,297.014985,131,136,120,125,152
ASD574,924.75725,2549.8384,100241.15,296.664322,131,136,120,125,152
ASD575,924.6505,2584.8803,100140.89,298.829031,131,136,120,125,152
ASD576,924.7675,2589.03,100269.995,296.982937,131,136,120,125,152
ASD577,924.303,2631.6828,100185.19,297.392239,131,136,120,125,152
ASD578,923.60405,2613.314,100350.97,298.908503,131,136,120,125,152
ASD579,925.0611875,2635.0714,100317.444,297.150313,131,136,120,125,152
ASD580,925.1334375,2602.8536,100290.955,298.0305,131,136,120,125,152
ASD581,924.430375,2501.9804,100271.24,297.728476,131,136,120,125,152
ASD582,925.344925,2565.1176,100206.43,297.738099,131,136,120,125,152
ASD583,925.7305,2604.737,100356.83,297.904368,131,136,120,125,152
ASD584,924.83925,2649.1499,100127.936,297.048325,131,136,120,125,152
ASD585,925.8692875,2542.6998,100238.336,297.56727,131,136,120,125,152
ASD586,924.586625,2637.9204,100187.396,297.62142,131,136,120,125,152
ASD587,924.867175,2598.6368,100285.693,298.720745,131,136,120,125,152
ASD588,924.27425,2646.1788,100237.366,297.1334,131,136,120,125,152
ASD589,924.208875,2718.6932,100243.43,297.365784,131,136,120,125,152
ASD590,925.57,2545.0846,100252.47,297.738287,131,136,120,125,152
ASD591,923.60075,2631.3814,100309.924,297.170502,131,136,120,125,152
ASD592,924.4513,2645.588,100301.16,296.978594,131,136,120,125,152
ASD593,925.11575,2659.169,100240.826,297.893437,131,136,120,125,152
ASD594,924.807125,2697.4733,100152.63,298.41336,131,136,120,125,152
ASD595,922.9512,2583.9071,100210.15,296.397158,131,136,120,125,152
ASD596,923.468,2597.5475,100382.49,297.215773,131,136,120,125,152
ASD597,924.1371875,2567.9577,100305.39,298.405753,131,136,120,125,152
ASD598,926.28125,2588.1243,100202.203,297.988675,131,136,120,125,152
ASD599,924.597325,2518.3271,100208.89,298.14966,131,136,120,125,152
ASD600,923.452875,2612.783,100280.53,297.958004,131,136,120,125,152
ASD601,924.949125,2492.1684,100353.21,296.980563,131,136,120,125,152
ASD602,887.8275,2552.3237,102494.52,294.679102,131,136,120,120,150
ASD603,888.5235625,2516.567,102470.57,295.098973,131,136,120,120,150
ASD604,889.328875,2527.957,102494.01,295.021479,131,136,120,120,150
ASD605,890.3255,2655.4586,102504.91,295.180037,131,136,120,120,150
ASD606,888.347625,2660.2762,102356.805,295.325823,131,136,120,120,150
ASD607,889.11,2689.013,102588.82,294.72735,131,136,120,120,150
ASD608,887.369875,2577.6762,102518.26,295.32709,131,136,120,120,150
ASD609,889.224925,2595.0628,102430.88,295.587527,131,136,120,120,150
ASD610,889.2536875,2603.868,102406.46,295.54149,131,136,120,120,150
ASD611,889.2562125,2552.0796,102409.78,296.270363,131,136,120,120,150
ASD612,890.261625,2595.2244,102511.68,294.752024,131,136,120,120,150
ASD613,888.2825,2590.7356,102470.12,295.471514,131,136,120,120,150
ASD614,889.146875,2584.4227,102507.74,294.245787,131,136,120,120,150
ASD615,889.642125,2523.637,102524.35,295.91833,131,136,120,120,150
ASD616,889.1845,2623.3482,102458.04,295.131436,131,136,120,120,150
ASD617,890.0637,2565.481,102530.44,295.546103,131,136,120,120,150
ASD618,889.622575,2556.663,102509.47,294.594477,131,136,120,120,150
ASD619,888.457625,2609.476,102444.67,295.28253,131,136,120,120,150
ASD620,888.44625,2564.7245,102505.81,296.341145,131,136,120,120,150
ASD621,889.01525,2589.344,102482.98,294.781132,131,136,120,120,150
ASD622,889.47225,2660.7721,102506.75,295.741526,131,136,120,120,150
ASD623,888.903625,2507.358,102455.29,295.974095,131,136,120,120,150
ASD624,890.0277,2633.8757,102458.75,295.947218,131,136,120,120,150
ASD625,889.292625,2447.566,102437.66,295.104807,131,136,120,120,150
ASD626,889.616925,2586.9017,102589.15,294.895687,131,136,120,120,150
ASD627,888.1979375,2528.3258,102503.66,294.44775,131,136,120,120,150
ASD628,890.0585,2611.5341,102509.77,295.65281,131,136,120,120,150
ASD629,888.05325,2627.0182,102557.63,295.48166,131,136,120,120,150
ASD630,889.22075,2550.0414,102442.65,295.211989,131,136,120,120,150
ASD631,890.407375,2670.1923,102511.38,295.228857,131,136,120,120,150
ASD632,889.74675,2420.0155,102551.93,295.95664,131,136,120,120,150
ASD633,888.12195,2645.516,102497.55,295.694899,131,136,120,120,150
ASD634,889.689,2688.7653,102625.92,296.099865,131,136,120,120,150
ASD635,888.980625,2603.687,102555.32,295.239693,131,136,120,120,150
ASD636,888.816075,2627.372,102472.17,295.380373,131,136,120,120,150
ASD637,888.089,2503.4088,102476.07,295.345583,131,136,120,120,150
ASD638,888.6325,2551.5707,102490.53,293.862648,131,136,120,120,150
ASD639,890.6593375,2501.5863,102460.2,296.084,131,136,120,120,150
ASD640,888.56775,2707.4987,102518.31,295.219574,131,136,120,120,150
ASD641,889.8413125,2592.5795,102416,294.883044,131,136,120,120,150
ASD642,889.102875,2583.5068,102475.62,296.172928,131,136,120,120,150
ASD643,888.662375,2537.6331,102544.4,294.990027,131,136,120,120,150
ASD644,888.096,2637.703,102430.16,295.252861,131,136,120,120,150
ASD645,887.777875,2607.0354,102477.73,295.553708,131,136,120,120,150
ASD646,889.36175,2498.8024,102463.65,295.886647,131,136,120,120,150
ASD647,888.645375,2561.2057,102605.73,296.247221,131,136,120,120,150
ASD648,891.19125,2591.2426,102622.91,294.770352,131,136,120,120,150
ASD649,888.92525,2592.8682,102546.08,296.906907,131,136,120,120,150
ASD650,887.958375,2645.8946,102390.094,295.743618,131,136,120,120,150
ASD651,890.6525375,2614.1943,102566.13,294.73705,131,136,120,120,150
ASD652,907.4,2619.011,102169.63,296.000874,131,142,120,120,152
ASD653,910.3585875,2604.5809,102171.985,293.877507,131,142,120,120,152
ASD654,908.4095,2580.9935,102166.41,295.251706,131,142,120,120,152
ASD655,908.767625,2609.8717,102105.975,295.831093,131,142,120,120,152
ASD656,909.82425,2633.7353,102115.31,297.006153,131,142,120,120,152
ASD657,908.841325,2631.2527,102146.814,295.651125,131,142,120,120,152
ASD658,909.089125,2657.6105,102184.71,296.453213,131,142,120,120,152
ASD659,909.1397125,2567.5394,102073.096,296.141114,131,142,120,120,152
ASD660,908.514,2599.3334,102131.104,297.389187,131,142,120,120,152
ASD661,911.525125,2588.268,102239.39,296.151575,131,142,120,120,152
ASD662,909.366875,2608.2567,102134.19,296.708857,131,142,120,120,152
ASD663,908.68525,2564.3684,102000.29,296.528155,131,142,120,120,152
ASD664,908.79845,2563.2694,102167.474,296.237868,131,142,120,120,152
ASD665,910.247375,2619.1345,102100.616,296.175757,131,142,120,120,152
ASD666,907.356375,2649.967,102155.804,297.754906,131,142,120,120,152
ASD667,909.3545,2660.8658,102035.925,296.356064,131,142,120,120,152
ASD668,909.453425,2654.014,102059.106,297.222466,131,142,120,120,152
ASD669,909.2585,2646.8864,102123.364,297.446122,131,142,120,120,152
ASD670,908.806875,2590.7734,102080.2,297.131958,131,142,120,120,152
ASD671,908.528675,2491.0559,102122.4,296.40329,131,142,120,120,152
ASD672,908.6395,2629.1424,102037.77,296.69084,131,142,120,120,152
ASD673,909.387875,2618.2404,102141.3,297.216366,131,142,120,120,152
ASD674,908.74225,2660.0662,102073.456,295.346005,131,142,120,120,152
ASD675,909.040125,2635.1109,102183.92,296.149977,131,142,120,120,152
ASD676,910.087625,2707.365,102166.42,295.633109,131,142,120,120,152
ASD677,909.328,2515.2193,102059.503,296.711771,131,142,120,120,152
ASD678,906.835325,2579.7586,102117.59,296.922234,131,142,120,120,152
ASD679,907.58725,2686.0823,102076.66,296.32539,131,142,120,120,152
ASD680,908.286,2524.333,102095.685,296.926176,131,142,120,120,152
ASD681,909.807,2667.3697,102140.08,296.013216,131,142,120,120,152
ASD682,907.760125,2497.6118,102185.626,295.385735,131,142,120,120,152
ASD683,909.307175,2708.8371,102173.6,296.70771,131,142,120,120,152
ASD684,908.68195,2548.386,102143.4,296.84771,131,142,120,120,152
ASD685,909.17725,2631.424,102084.467,296.43291,131,142,120,120,152
ASD686,908.651375,2671.641,102166.41,296.891776,131,142,120,120,152
ASD687,908.1554375,2566.483,102079.376,296.793059,131,142,120,120,152
ASD688,908.975125,2638.8828,102122.19,295.734831,131,142,120,120,152
ASD689,908.82255,2574.453,102087.75,296.120894,131,142,120,120,152
ASD690,909.051,2514.7427,102174.28,296.860524,131,142,120,120,152
ASD691,909.2662,2559.3868,102135.425,295.863554,131,142,120,120,152
ASD692,908.493,2548.2054,102119.81,296.175887,131,142,120,120,152
ASD693,909.37195,2623.3852,102203.96,296.310587,131,142,120,120,152
ASD694,909.8929625,2597.686,102138,296.69585,131,142,120,120,152
ASD695,908.880625,2481.2815,102066.077,296.492842,131,142,120,120,152
ASD696,908.065625,2663.2826,102092.6,296.723732,131,142,120,120,152
ASD697,909.001625,2536.8576,102020.685,295.86511,131,142,120,120,152
ASD698,909.5365,2618.4107,102049.94,297.176154,131,142,120,120,152
ASD699,908.68875,2649.6784,102090.57,296.360566,131,142,120,120,152
ASD700,909.645075,2533.164,101984.4,296.873206,131,142,120,120,152
ASD701,908.028125,2597.577,102066.766,296.689246,131,142,120,120,152
ASD702,943.2412,2544.502,100365.564,293.185864,135,145,120,125,154
ASD703,942.038425,2463.316,100288.135,294.403325,135,145,120,125,154
ASD704,942.60475,2593.7988,100378.53,293.615847,135,145,120,125,154
ASD705,942.1563,2579.0085,100427.673,293.699309,135,145,120,125,154
ASD706,943.6341875,2568.8068,100442.5,292.939616,135,145,120,125,154
ASD707,941.230875,2565.5851,100247.26,292.803883,135,145,120,125,154
ASD708,943.440375,2625.532,100455.634,294.113747,135,145,120,125,154
ASD709,940.41575,2572.0938,100348.016,294.097996,135,145,120,125,154
ASD710,942.0378125,2572.8462,100381.573,293.2722,135,145,120,125,154
ASD711,942.540375,2619.1761,100469.714,294.309216,135,145,120,125,154
ASD712,942.7137,2618.1446,100408.72,293.861693,135,145,120,125,154
ASD713,942.163875,2593.2533,100470.776,293.16741,135,145,120,125,154
ASD714,943.6715,2650.1266,100310.187,294.003252,135,145,120,125,154
ASD715,941.86905,2549.9672,100507.666,293.25643,135,145,120,125,154
ASD716,942.2073375,2555.187,100440.57,294.841488,135,145,120,125,154
ASD717,942.9115,2517.9115,100345.79,292.51374,135,145,120,125,154
ASD718,942.4340875,2599.7541,100367.017,293.600178,135,145,120,125,154
ASD719,942.14475,2605.2017,100312.36,293.833699,135,145,120,125,154
ASD720,943.126625,2650.3315,100380.65,292.951628,135,145,120,125,154
ASD721,942.31445,2634.3567,100411.44,293.722428,135,145,120,125,154
ASD722,942.9975,2699.0055,100458.64,293.488055,135,145,120,125,154
ASD723,941.552875,2536.2223,100428.906,293.830859,135,145,120,125,154
ASD724,941.704125,2569.9997,100422.85,292.292994,135,145,120,125,154
ASD725,942.7364375,2587.9286,100265.106,293.731728,135,145,120,125,154
ASD726,941.6474125,2615.128,100495.526,294.44513,135,145,120,125,154
ASD727,942.333125,2551.9533,100489.7,292.687962,135,145,120,125,154
ASD728,942.01075,2556.0946,100367.145,293.013262,135,145,120,125,154
ASD729,942.381625,2571.184,100374.023,293.906998,135,145,120,125,154
ASD730,941.7215,2635.2213,100447.57,292.517086,135,145,120,125,154
ASD731,942.9206875,2623.2195,100362.66,292.92784,135,145,120,125,154
ASD732,942.3974625,2500.6863,100388.13,292.351708,135,145,120,125,154
ASD733,942.7722875,2705.386,100345.84,292.579096,135,145,120,125,154
ASD734,942.766575,2684.1316,100417.52,294.144022,135,145,120,125,154
ASD735,943.5029625,2522.8292,100435.77,292.694794,135,145,120,125,154
ASD736,941.460625,2628.1145,100393.646,293.851569,135,145,120,125,154
ASD737,942.5180875,2536.173,100425.95,293.234429,135,145,120,125,154
ASD738,941.860575,2511.5963,100334.674,293.14079,135,145,120,125,154
ASD739,942.303625,2556.7019,100508.105,293.560389,135,145,120,125,154
ASD740,942.74605,2613.4045,100492.676,292.369423,135,145,120,125,154
ASD741,940.806375,2548.7204,100393.85,293.209927,135,145,120,125,154
ASD742,942.211875,2590.36,100387.634,293.46549,135,145,120,125,154
ASD743,942.22975,2611.6749,100458.2,293.532986,135,145,120,125,154
ASD744,941.957,2646.7852,100394.47,293.179583,135,145,120,125,154
ASD745,941.158825,2590.1815,100529.736,292.344061,135,145,120,125,154
ASD746,942.61325,2609.9907,100485.91,293.251473,135,145,120,125,154
ASD747,941.644625,2653.194,100405.01,293.029972,135,145,120,125,154
ASD748,941.866875,2640.994,100504.333,292.116318,135,145,120,125,154
ASD749,941.027675,2571.6278,100301.373,292.656311,135,145,120,125,154
ASD750,942.451,2449.6527,100349.335,292.913138,135,145,120,125,154
ASD751,942.534625,2606.794,100308.057,293.34817,135,145,120,125,154
ASD752,906.6825875,2545.7418,101848.93,300.814322,131,136,120,120,151
ASD753,906.08325,2637.1082,101774.95,300.731726,131,136,120,120,151
ASD754,907.5819375,2546.2421,101786.975,299.666743,131,136,120,120,151
ASD755,906.447825,2665.3374,101674.36,299.155915,131,136,120,120,151
ASD756,905.687,2649.2023,101850.476,299.821387,131,136,120,120,151
ASD757,906.08825,2614.2454,101762.67,299.9563,131,136,120,120,151
ASD758,906.29125,2605.7707,101753.85,299.407578,131,136,120,120,151
ASD759,907.05475,2622.6566,101774.756,299.575028,131,136,120,120,151
ASD760,906.3184375,2660.2844,101922.31,300.271737,131,136,120,120,151
ASD761,904.8873125,2622.672,101792.3,300.241475,131,136,120,120,151
ASD762,906.28555,2701.1086,101831.71,300.012204,131,136,120,120,151
ASD763,907.0755,2640.477,101812.33,300.02211,131,136,120,120,151
ASD764,906.7235,2544.4384,101818.555,300.003075,131,136,120,120,151
ASD765,905.74875,2624.9382,101821.564,301.203074,131,136,120,120,151
ASD766,906.90875,2567.2728,101793.933,298.678538,131,136,120,120,151
ASD767,906.9963125,2533.0257,101938.57,299.585762,131,136,120,120,151
ASD768,906.8995625,2535.2987,101833.997,300.02526,131,136,120,120,151
ASD769,903.95625,2599.7238,101763.97,300.20179,131,136,120,120,151
ASD770,905.504,2561.3592,101854.45,300.680727,131,136,120,120,151
ASD771,904.2858125,2565.857,101924.6,299.265555,131,136,120,120,151
ASD772,906.448375,2511.3789,101806.213,299.642216,131,136,120,120,151
ASD773,906.892125,2578.7985,101767.07,299.448115,131,136,120,120,151
