HoV,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3
CGAN_ASD277,216.89046,219.45122,135.84018,130.92087,2418.518,101115.945,299.06738,154.33516,116.45491,119.42248,109.29249,111.98802,74.543015,37.90862,113.07017,74.51283,37.851536,112.99204
CGAN_ASD278,247.67178,251.43282,152.12415,150.7503,3095.768,101823.125,299.68353,154.04892,115.36776,117.81971,108.68948,111.24954,74.88232,38.007687,113.04223,74.85884,37.941994,112.991516
CGAN_ASD279,184.90767,194.26855,112.53431,115.85345,1797.3962,100968.59,297.29443,151.69179,118.40538,120.9221,109.246864,110.82309,78.66625,38.944153,113.036934,77.74922,38.882965,112.94884
CGAN_ASD280,221.98604,230.02145,135.97075,138.35004,2595.171,101871.95,299.47385,152.58937,116.594894,118.73123,108.91455,110.329506,78.85023,39.022617,113.00829,77.90784,38.94446,112.96545
CGAN_ASD281,255.65384,259.79245,154.51924,156.63957,3265.6155,101311.03,297.80423,150.48045,117.53839,120.457016,109.68667,111.19912,78.72574,39.004368,112.97689,77.78681,38.91039,112.97715
CGAN_ASD282,180.38861,184.5137,110.21634,107.52126,1623.5033,100539.9,298.1865,150.09064,134.73915,141.7854,120.66334,123.762596,74.598274,37.924896,113.04367,74.76648,37.906597,112.97402
CGAN_ASD283,216.71588,220.45148,132.17941,128.39153,2348.3357,103769.11,295.40002,151.43292,133.19191,140.94035,118.85044,121.90593,74.97841,37.962803,113.03535,74.997116,37.982574,113.00105
CGAN_ASD284,246.03247,256.29367,150.86292,149.75952,3136.204,100726.65,298.19727,150.05826,134.57478,142.80534,121.64432,123.994896,74.81251,37.994694,113.05761,74.88927,37.925053,112.94204
CGAN_ASD285,185.91777,196.2964,114.51641,114.28102,1778.3616,101499.06,299.93112,151.34155,132.82085,138.89761,120.39484,122.6352,78.903496,38.995594,113.01457,77.91336,38.948887,112.9767
CGAN_ASD286,224.97621,230.31749,137.28148,137.23586,2686.094,102462.65,299.1638,151.16699,131.71078,137.15543,119.00238,120.54413,78.97626,39.03983,113.016914,78.04621,39.026585,112.997284
CGAN_ASD287,258.8663,259.55054,156.53949,154.04668,3279.809,102621.13,295.41275,150.11217,132.22662,140.03853,118.904945,121.22295,79.04926,39.02879,112.978516,78.03455,39.017174,113.0461
CGAN_ASD288,176.30879,183.71892,107.42673,105.98113,1452.3842,100069.125,295.69452,151.67513,130.80318,136.66605,117.27433,119.8903,74.71489,37.92506,113.07703,74.830246,37.913162,112.92098
CGAN_ASD289,212.75748,221.43477,128.1838,129.86171,2200.3508,100646.99,294.14124,152.5922,130.13704,136.38649,116.991165,119.08646,74.87155,37.98046,113.0752,74.948135,37.93026,112.90586
CGAN_ASD290,246.95555,257.84174,152.48541,150.5138,3121.0647,100623.89,297.85352,151.42392,129.83472,137.22249,118.38742,120.92041,74.859024,37.991276,113.05637,74.88482,37.920708,112.94567
CGAN_ASD291,187.42448,197.00084,115.83292,115.54671,1805.0438,102013.33,299.735,152.44498,127.85784,133.0196,116.9736,118.99733,79.02062,39.01989,113.017136,78.007866,38.977592,112.984955
CGAN_ASD292,225.58795,231.30261,137.80307,138.17628,2673.4097,102622.11,298.83594,151.97859,127.45425,132.21104,116.04967,117.60563,78.95706,39.033348,113.012184,78.02013,39.006607,112.99547
CGAN_ASD293,259.23248,262.56293,158.04419,156.01434,3320.693,101733.234,296.9128,150.60225,129.17021,135.4697,117.335014,119.50265,79.064766,39.047066,112.98272,78.03688,39.015026,113.01833
CGAN_ASD294,176.08578,187.33978,112.049355,109.267784,1592.0294,101399.09,299.1187,152.7253,129.0181,132.68553,117.30788,120.32738,75.24895,38.09748,113.01372,75.12987,38.040146,112.962746
CGAN_ASD295,214.67256,224.50945,136.81148,129.37367,2467.2017,100282.76,299.38812,152.57289,129.52089,136.55182,117.44261,121.85616,74.89084,37.93806,113.082504,74.745895,37.917027,112.975815
CGAN_ASD296,247.07684,256.70108,153.92851,149.62013,3085.7734,101536.516,297.79327,152.9329,127.73623,134.89848,116.73807,119.886734,74.94087,37.97953,113.04401,74.90637,37.93608,112.979836
CGAN_ASD297,183.1333,190.60387,111.53465,112.478355,1723.9695,101467.19,295.6967,151.81148,129.10399,134.435,115.9134,117.85804,78.897675,38.984,113.04905,77.952,38.96472,112.97009
CGAN_ASD298,223.45738,231.80858,138.03847,137.9811,2651.9375,102319.73,299.93918,152.68604,126.8605,131.00465,115.890594,117.38866,78.94117,39.038338,113.02111,78.00446,39.002605,112.977005
CGAN_ASD299,258.09174,261.9358,157.75095,154.29068,3242.3997,101829.97,295.15915,150.6817,128.22911,135.3859,116.12838,118.64569,79.04447,39.025276,112.98488,78.00985,38.994995,113.030914
CGAN_ASD300,186.4961,186.87965,112.68032,109.427795,1747.8323,102104.945,300.13803,149.08928,146.67131,155.85497,129.53694,132.43329,75.0706,38.088863,112.972595,75.22182,38.100204,113.05473
CGAN_ASD301,216.79428,226.80348,132.78775,130.20226,2510.7258,100674.65,298.75003,148.69641,146.59853,156.64517,129.34557,131.81888,74.73752,37.964592,113.07565,74.92555,37.956493,112.94129
CGAN_ASD302,250.51361,263.9178,152.57065,151.93758,3239.3604,100751.49,297.95477,148.46848,146.3246,157.01582,129.3736,131.27182,74.84673,38.025757,113.078705,74.98895,37.964714,112.91258
CGAN_ASD303,194.24242,202.83336,115.882515,115.8524,1900.7426,100351.35,293.5357,149.88426,145.14442,153.67972,126.32043,128.36272,79.16849,39.0131,113.07136,78.15137,39.069267,112.964745
CGAN_ASD304,227.83946,238.39825,136.60559,136.11577,2595.8728,100614.805,293.82108,149.7802,145.33545,153.5732,126.91949,128.33292,79.16748,39.054794,113.06241,78.14443,39.080147,112.95421
CGAN_ASD305,261.8723,273.96292,157.20856,156.84311,3320.8884,101451.164,293.92303,149.58333,144.9371,153.15456,127.018875,127.88588,79.14158,39.084663,113.04698,78.10938,39.07846,112.94857
CGAN_ASD306,175.17087,185.68544,111.00318,108.780235,1501.0361,103097.16,299.49872,152.23878,133.2009,137.3752,120.62953,122.99852,75.73479,38.245728,112.96415,75.5168,38.174538,112.96808
CGAN_ASD307,217.11057,221.61946,133.8953,128.976,2377.5208,103049.81,296.3784,151.9537,131.85995,139.16328,118.37161,121.69731,75.02252,37.9668,113.03493,75.013794,37.988056,113.007225
CGAN_ASD308,249.99445,259.24472,155.80931,151.988,3271.94,100648.05,300.2154,151.03989,133.11827,141.00822,121.24237,124.44373,74.82339,37.977745,113.04677,74.85063,37.923534,112.980415
CGAN_ASD309,184.44228,196.17212,114.866684,113.610634,1755.6033,100857.08,299.5764,151.71553,132.14597,138.12576,119.874374,122.346436,78.96695,38.99598,113.02225,77.92585,38.95243,112.97013
CGAN_ASD310,225.42351,230.37994,137.20424,134.69537,2563.06,101075.96,294.26782,150.13696,132.74168,140.42056,118.719055,121.304924,79.07322,39.005272,113.01135,78.02693,39.001144,113.0195
CGAN_ASD311,259.17392,263.055,158.67725,155.64941,3326.4397,101712.66,297.23688,150.67917,131.61148,138.43675,119.09857,121.3559,79.099686,39.049637,112.98534,78.06309,39.030228,113.0244
CGAN_ASD312,175.43723,186.74019,109.60556,108.25185,1522.6702,103189.55,296.6283,153.1804,130.73499,136.58006,118.097595,121.14768,75.32708,38.09964,112.97517,75.23504,38.069607,113.005066
CGAN_ASD313,217.22008,220.47542,134.57884,129.18018,2416.2598,102954.85,297.4162,152.00923,130.96405,137.8059,118.057144,121.61507,75.03369,37.968636,113.02714,75.018166,37.99411,113.022766
CGAN_ASD314,249.03851,257.00494,153.51099,150.51088,3141.105,101828.77,297.8891,151.70049,130.97763,138.56804,119.010735,121.88954,74.92743,37.99251,113.0359,74.93074,37.948048,112.98382
CGAN_ASD315,182.12611,192.93794,112.9709,112.1161,1717.2095,100254.305,298.11795,151.40955,132.29453,138.24316,119.42943,121.92826,79.03027,39.002293,113.03149,77.96499,38.969734,112.96498
CGAN_ASD316,224.49983,230.72691,137.40118,134.6181,2567.1394,100602.67,294.98608,150.07422,132.18535,139.56561,118.57529,121.261734,79.136856,39.01787,113.01348,78.05745,39.01072,113.01091
CGAN_ASD317,259.1378,261.16623,157.3747,155.45015,3293.9866,102725.766,296.55133,151.11469,129.33058,136.02768,117.221375,119.328606,79.04819,39.040886,112.97812,78.049286,39.01882,113.03772
CGAN_ASD318,173.0883,184.80609,110.077736,107.99082,1510.1704,103434.61,297.45038,153.16316,130.75008,136.06952,118.53699,121.43272,75.2554,38.101513,112.95916,75.17205,38.051186,112.99893
CGAN_ASD319,215.11519,221.85112,130.02672,129.65314,2237.1765,101850.74,294.1838,152.45085,130.95578,137.59377,117.30167,119.74931,74.96946,37.989517,113.06021,75.01312,37.96587,112.94233
CGAN_ASD320,248.44113,257.57077,152.16194,150.33455,3093.6616,101819.32,296.75073,151.66754,130.78458,138.41058,118.51174,121.00928,74.97535,38.01257,113.04566,74.97554,37.957977,112.96037
CGAN_ASD321,185.61546,192.3487,112.35526,112.369415,1750.5526,100168.61,293.9624,150.13208,134.0354,140.77061,119.053116,121.44459,78.97661,38.979992,113.048195,77.9679,38.974606,112.97357
CGAN_ASD322,223.57857,229.4916,137.33154,135.59404,2616.6375,101546.87,297.3178,150.95807,130.59003,136.71077,117.97969,120.12546,79.02259,39.02128,113.01563,78.00904,39.002834,112.997475
CGAN_ASD323,259.95898,264.19263,158.6947,158.148,3403.8193,102025.51,299.5417,150.96024,130.68303,135.69765,118.86127,120.38808,78.96325,39.067093,112.99007,78.02126,39.024208,112.99318
CGAN_ASD324,178.4663,187.83226,112.597244,110.01874,1565.5802,102869.81,300.4188,151.58083,136.88281,140.872,123.07087,125.14688,75.68647,38.251934,112.96962,75.485664,38.187477,112.96162
CGAN_ASD325,212.25232,223.0992,127.499245,130.73032,2238.9812,100071.85,294.39026,152.28282,136.59048,144.59573,121.544,123.73488,74.884186,37.987057,113.09556,74.98509,37.92267,112.87542
CGAN_ASD326,248.34018,258.95248,150.33806,150.09135,2986.128,102172.305,294.57748,151.96555,134.8963,143.42781,120.60683,122.64787,74.974625,38.019577,113.0554,75.006744,37.963825,112.93444
CGAN_ASD327,182.95792,195.07173,114.57774,112.27792,1729.379,100386.0,299.29047,151.44427,135.69342,142.43948,122.17305,124.8674,78.997604,39.000908,113.02495,77.93399,38.963364,112.9673
CGAN_ASD328,224.88564,230.75989,138.1717,134.27934,2579.4893,100908.61,295.00415,150.3306,135.39546,143.5384,120.738914,123.48782,79.14171,39.013744,113.01685,78.063644,39.022453,113.01832
CGAN_ASD329,260.31104,264.4346,159.02696,158.22014,3418.2847,102756.3,300.1956,151.41486,133.35562,138.69669,120.64774,122.00319,78.96786,39.076843,112.993126,78.06653,39.04859,113.002396
CGAN_ASD330,177.0374,184.15636,111.402725,108.815254,1617.0125,101086.58,299.0111,152.00444,127.04404,130.42819,115.63076,118.78015,75.12235,38.064976,113.02314,74.98852,38.007774,112.97082
CGAN_ASD331,213.50594,218.47206,132.24806,130.63544,2417.8425,103291.96,298.71674,153.11719,125.55071,128.18901,114.82506,117.15099,75.27293,38.078312,113.0203,75.13904,38.06735,112.994446
CGAN_ASD332,245.87566,255.04926,150.95035,149.67245,3047.797,101067.8,296.8192,151.87482,125.49275,132.03613,115.2203,117.658165,74.89266,37.992977,113.043495,74.88697,37.918358,112.95469
CGAN_ASD333,186.12776,192.41617,112.495026,114.27687,1791.7152,102001.49,296.08203,151.47827,125.809616,130.68362,113.75656,115.59279,78.89394,38.986107,113.03754,77.965836,38.96284,112.98581
CGAN_ASD334,224.26314,227.73933,135.4689,135.8315,2574.6025,102687.95,296.14703,150.95929,124.6078,130.04533,113.33354,115.274704,78.91778,39.0094,113.00161,77.97623,38.972107,113.01545
CGAN_ASD335,259.0791,261.55264,156.60959,157.77742,3344.9443,102498.74,298.62994,151.19537,124.61395,128.86952,114.5488,115.98111,78.92569,39.054863,112.97782,77.995636,38.997864,113.00393
CGAN_ASD336,178.5473,185.61191,110.97416,108.065285,1560.1803,103614.13,299.47482,151.2141,143.15172,149.69917,127.1982,129.32222,75.74407,38.255272,112.95754,75.567154,38.231884,113.01002
CGAN_ASD337,216.2435,224.97612,130.43631,130.18684,2294.5364,101455.43,294.54507,150.89569,141.86266,150.89774,124.75921,127.03816,74.93312,38.00065,113.08348,75.06797,37.98414,112.927185
CGAN_ASD338,248.99037,262.88608,152.27913,150.9016,3156.237,100972.01,296.98602,149.63521,142.17203,152.39891,126.2921,128.34212,74.8908,38.01758,113.0766,74.98074,37.95711,112.91633
CGAN_ASD339,181.89946,192.28316,113.86284,110.12424,1713.978,100259.07,298.21265,150.66408,141.75053,150.23778,125.77529,128.79352,79.0627,39.011402,113.02261,77.98591,38.99715,112.9853
CGAN_ASD340,226.89716,234.01544,140.23958,138.00937,2763.313,102241.21,300.2049,151.17133,139.15172,145.6478,124.23084,125.9173,79.06289,39.060577,113.02768,78.117165,39.07112,112.99528
CGAN_ASD341,260.37384,264.91504,160.10696,155.06659,3352.4067,101712.37,296.11145,150.3042,139.93126,148.6755,124.52813,126.89773,79.129326,39.0398,112.9947,78.057724,39.049366,113.0329
CGAN_ASD342,176.27809,185.05547,106.08438,106.62426,1436.3322,99859.625,295.45828,152.18793,136.83612,143.82373,121.33671,123.64287,74.68268,37.92708,113.09765,74.88429,37.916992,112.892876
CGAN_ASD343,216.32666,223.13481,131.7202,128.94148,2275.2524,102875.58,294.6565,152.55692,134.93901,142.48099,119.67871,122.46139,75.04199,37.989487,113.061554,75.07182,38.00341,112.96042
CGAN_ASD344,252.20308,258.42056,155.7411,151.73845,3246.1846,102469.99,299.3711,151.79343,135.35739,143.1712,121.969154,125.17758,75.006676,38.01425,113.03494,75.02552,37.998882,113.00277
CGAN_ASD345,179.91595,191.06544,112.4146,110.229774,1685.179,99950.29,297.29092,151.2768,137.46893,144.47987,122.438095,125.16409,79.09818,39.014317,113.04242,78.006744,38.998436,112.95939
CGAN_ASD346,224.23233,233.02493,136.92491,134.89983,2544.2227,100452.91,294.22437,150.5773,137.1738,144.67636,121.610794,123.84708,79.12199,39.026688,113.03544,78.05043,39.02471,112.977745
CGAN_ASD347,258.8776,263.36462,158.81964,155.87639,3344.2986,102118.62,297.8474,151.03102,134.66429,141.52591,121.0179,123.08551,79.12779,39.071903,112.994644,78.11361,39.058353,113.0137
CGAN_ASD348,174.21326,180.53773,109.96753,108.30763,1550.1125,101332.63,296.6438,153.97014,116.15473,118.69087,109.01514,111.06716,74.86822,38.012146,113.03368,74.993614,37.957336,112.99921
CGAN_ASD349,215.08827,223.55862,134.70753,133.21123,2453.4976,101789.516,300.56265,155.36197,116.563866,116.21398,109.17262,110.95298,74.97598,38.04749,113.08135,74.844635,37.989914,112.952644
CGAN_ASD350,247.99086,254.85065,153.24535,154.04141,3142.812,103402.66,301.21994,155.90302,115.16333,114.438225,108.696884,110.24551,74.88933,38.04779,113.02053,74.87477,37.978516,112.96199
CGAN_ASD351,186.38596,195.62985,113.97227,116.64335,1781.3083,101308.09,297.57837,152.95258,118.11608,120.429474,109.345436,110.87593,78.83166,38.981506,113.03904,77.88325,38.92337,112.95541
CGAN_ASD352,222.94675,230.29388,136.04344,136.57846,2558.7642,100993.57,296.21323,150.59021,117.69268,121.49236,108.92056,110.949394,78.716255,38.960186,113.0059,77.75806,38.884167,112.97675
CGAN_ASD353,254.2231,263.7886,154.7659,155.553,3154.055,101044.91,293.3207,150.50659,118.96365,123.19409,109.6741,111.17537,78.52418,38.950912,112.9935,77.59953,38.8323,112.963264
CGAN_ASD354,180.49051,186.33809,108.613045,108.62976,1466.7244,100794.81,294.61517,152.69464,133.59137,140.14099,119.094734,121.45293,74.71072,37.926968,113.06056,74.8697,37.92409,112.935974
CGAN_ASD355,213.93091,225.16972,132.22337,129.43906,2366.2312,100449.22,296.6716,151.11209,134.66084,142.52748,120.752045,123.35365,74.804245,37.946266,113.08033,74.879074,37.923107,112.9279
CGAN_ASD356,256.7023,259.7188,157.2884,154.02055,3366.8281,103120.65,301.24066,151.48665,133.9081,140.58435,121.37597,124.67459,75.070076,38.041885,113.018074,75.11509,38.039417,113.03349
CGAN_ASD357,183.71007,193.95131,114.10794,112.61546,1741.4121,100809.01,298.47415,151.664,133.79117,140.28308,120.54211,123.05539,78.96713,38.99266,113.02543,77.93172,38.96263,112.976135
CGAN_ASD358,224.42834,232.64485,139.00424,137.44966,2697.98,101551.05,299.91556,151.38544,132.94702,138.33737,120.15581,121.935074,79.0218,39.046288,113.02414,78.04469,39.029175,112.98087
CGAN_ASD359,258.31586,263.8301,158.70273,154.81068,3285.296,101474.36,295.25085,150.53368,133.36923,140.98956,119.97635,122.24614,78.99505,39.01155,112.990456,77.92889,38.987396,113.021385
CGAN_ASD360,178.92911,189.39474,114.22531,110.97521,1624.0431,101685.43,300.18866,152.30762,131.00038,133.498,118.80669,121.16715,75.45879,38.174088,113.000824,75.26602,38.1126,112.946945
CGAN_ASD361,218.21217,223.85893,131.95384,131.20436,2245.7178,102382.375,293.85526,153.99713,128.92404,134.89772,115.86593,118.43933,74.98848,37.979416,113.04839,75.00535,37.97063,112.959366
CGAN_ASD362,251.74402,258.67413,152.57755,151.07146,2996.3882,103526.7,294.14005,153.78297,127.858574,134.89464,115.66262,118.08823,75.08873,38.017056,113.02615,75.03453,37.983833,112.98046
CGAN_ASD363,186.88199,194.17609,113.015076,113.74402,1747.2732,100182.0,293.94043,151.01451,132.60081,138.7417,118.092545,120.36923,78.95974,38.981472,113.04604,77.964584,38.970047,112.96927
CGAN_ASD364,227.43648,232.17493,138.29045,136.31946,2586.4001,101534.14,294.3181,150.79675,129.69933,136.7507,116.54602,119.02688,79.0112,39.00084,113.00797,78.00225,38.985462,113.0188
CGAN_ASD365,260.95685,265.85562,159.96036,156.343,3309.8455,101717.69,295.1009,150.8034,129.3416,136.4967,117.032234,119.44001,79.010826,39.017834,112.9842,77.96304,38.984764,113.02692
CGAN_ASD366,172.8724,187.37656,112.61128,109.156,1446.6509,103085.14,299.345,154.19633,128.01582,131.4466,117.33179,120.089836,75.666595,38.21749,112.96697,75.43511,38.122395,112.95091
CGAN_ASD367,218.10109,229.08798,140.02626,131.39925,2546.6003,100433.805,300.45523,153.59314,129.55324,136.1798,117.51912,122.25824,74.93614,37.947277,113.09046,74.74197,37.933517,112.981926
CGAN_ASD368,249.99583,259.36212,153.56596,151.09918,2997.6262,102399.71,295.3296,154.75346,127.261086,134.00238,115.70056,118.380875,75.01387,37.99363,113.038666,74.96139,37.95777,112.969925
CGAN_ASD369,185.72563,198.0371,115.55536,115.573364,1738.6692,101334.14,299.47607,153.58601,127.916176,132.50226,117.08064,119.18283,78.87061,38.97558,113.028465,77.86558,38.92286,112.95691
CGAN_ASD370,222.69128,229.72687,137.5813,136.16397,2574.4094,102501.45,297.94916,152.92249,126.49035,131.63316,115.180244,117.08203,78.94129,39.015366,113.01597,77.98085,38.985893,112.997086
CGAN_ASD371,259.21237,270.14096,157.18423,157.73544,3195.5903,100871.734,293.07098,152.02177,130.51376,135.9576,117.407974,118.535774,78.7459,38.99418,113.01484,77.759224,38.92466,112.951256
CGAN_ASD372,184.99693,187.68883,112.33918,107.53362,1620.6692,102708.06,298.22363,150.94043,145.89789,155.92242,128.40048,131.39963,74.87054,37.997734,112.99584,75.05096,38.034367,113.043526
CGAN_ASD373,220.10098,227.43147,135.70485,130.6869,2515.4617,102229.58,298.62152,149.87654,146.13713,156.38441,128.74586,131.98494,74.96824,37.998623,113.03965,75.066734,38.014816,112.99455
CGAN_ASD374,253.65607,264.58136,153.3578,152.49454,3099.3096,102504.305,294.661,150.49649,144.63914,155.50044,127.02331,129.32202,75.09064,38.063007,113.061714,75.158035,38.01277,112.940285
CGAN_ASD375,188.76886,196.14874,115.98631,113.62623,1801.0984,102062.21,295.79803,152.16518,142.89944,152.01852,125.65477,128.4008,79.026306,38.986404,113.01826,77.98234,39.005287,113.01148
CGAN_ASD376,228.24261,235.30023,141.64586,137.72983,2759.4138,102946.945,299.0824,151.64954,141.86357,149.7945,125.7093,127.81821,79.138435,39.053066,113.022995,78.14165,39.081097,113.016426
CGAN_ASD377,265.19318,268.72318,163.31847,156.33228,3400.2236,103295.05,294.99234,151.2843,141.6772,152.26744,125.20538,128.2027,79.23866,39.029728,112.9827,78.111984,39.065712,113.07246
CGAN_ASD378,180.40251,187.14143,108.80359,108.13142,1440.4739,100737.195,294.83234,153.16083,133.20644,139.37044,118.864716,121.32768,74.71947,37.921127,113.05922,74.861115,37.92565,112.93313
CGAN_ASD379,217.28519,227.3039,136.58807,133.00858,2560.151,102537.94,301.13947,152.65936,133.91751,137.99971,120.93563,123.52727,75.48851,38.149693,113.04024,75.34273,38.148785,112.98135
CGAN_ASD380,249.84204,262.19135,154.80498,151.47205,3119.17,101198.31,296.9087,152.358,132.23894,140.58537,119.72154,122.42504,74.925285,37.98811,113.05539,74.91819,37.934944,112.95358
CGAN_ASD381,185.04579,192.10701,112.93553,112.96664,1736.993,101683.71,295.94086,152.15279,132.28876,138.53282,118.29495,120.45605,78.91588,38.985104,113.03555,77.95924,38.972805,112.98739
CGAN_ASD382,229.2878,233.0704,138.5263,136.94908,2576.8313,102084.305,293.4265,151.52681,132.09915,139.7997,117.981224,120.47804,79.00426,38.989967,113.00248,77.99292,38.987076,113.03093
CGAN_ASD383,260.75735,271.3195,157.93307,157.82973,3243.9358,101082.14,293.34348,151.4385,133.50247,139.6795,119.49569,120.62561,78.81225,39.004196,113.01722,77.81822,38.952873,112.96075
CGAN_ASD384,180.93134,192.00522,112.62866,111.90309,1576.2651,103214.97,295.64282,155.0279,130.49786,136.4834,117.41293,120.27867,75.025345,38.037384,112.977806,75.032486,38.001556,112.98665
CGAN_ASD385,218.35481,225.03366,138.24767,131.42967,2537.2737,101784.83,299.77286,152.67902,131.46523,137.98376,119.29666,123.08315,74.899765,37.93996,113.04139,74.89374,37.95594,113.01349
CGAN_ASD386,251.02957,260.76248,156.21204,151.60112,3170.1816,101726.41,297.89014,152.53448,130.7332,138.65665,118.89114,122.05084,74.96271,37.98563,113.03925,74.9314,37.947433,112.98807
CGAN_ASD387,184.59581,192.04695,112.6229,112.84755,1734.6964,101263.5,295.7791,151.8626,131.83318,137.81929,117.947395,120.09472,78.95238,38.991127,113.04061,77.983604,38.979485,112.981026
CGAN_ASD388,223.28873,232.77834,139.57364,135.9321,2624.8564,100834.46,298.22916,151.61375,131.11554,137.30095,118.71205,121.173615,79.1422,39.03432,113.0208,78.05969,39.02084,112.99233
CGAN_ASD389,259.28662,267.7762,159.09445,156.42242,3261.4617,101191.93,294.23984,151.25021,131.71414,138.56572,118.63202,120.55768,78.91773,39.00244,112.9972,77.85872,38.95923,112.99894
CGAN_ASD390,180.30038,188.0017,114.02142,109.63383,1640.6565,101352.87,299.14218,152.35846,132.26805,137.46445,119.213524,122.6039,74.994064,38.027935,113.017,74.972015,37.987896,112.97652
CGAN_ASD391,219.78403,224.64761,133.05809,131.41412,2280.6697,102986.49,293.92267,153.844,130.22714,136.69125,116.65877,119.437164,75.03108,37.982273,113.04324,75.03647,37.98531,112.975
CGAN_ASD392,250.69113,260.61514,153.62721,151.22633,3065.3728,102334.33,295.55347,152.9128,130.21452,137.96053,117.75653,120.292145,75.05714,38.01718,113.04366,75.0159,37.97276,112.9635
CGAN_ASD393,185.89734,196.02834,115.46465,114.66245,1784.9556,101324.63,298.41452,152.72853,130.86327,136.49075,118.412056,120.65681,78.91556,38.9848,113.03002,77.913284,38.95489,112.97275
CGAN_ASD394,227.8777,232.4285,138.88428,136.31294,2600.7798,101676.79,294.4032,150.87997,131.03271,138.4337,117.491104,120.00703,78.99705,38.995033,113.009026,77.99028,38.985832,113.02235
CGAN_ASD395,261.1973,267.8244,161.82613,156.8042,3358.7197,100759.72,296.5344,150.80577,131.88658,139.15205,119.34417,121.999954,79.114876,39.03333,112.98971,78.00699,39.009426,113.01497
CGAN_ASD396,177.58125,188.50677,113.57437,109.53423,1538.8826,103165.0,299.461,152.65306,135.97983,140.78456,122.39273,124.917465,75.51906,38.19223,112.96038,75.3439,38.133904,112.98088
CGAN_ASD397,219.6469,227.0681,139.04544,131.41812,2568.7603,101556.48,299.71924,151.90482,135.76997,143.74634,122.0728,126.055756,74.97602,37.95496,113.050766,74.980804,37.9818,113.010574
CGAN_ASD398,256.10806,262.22458,159.51065,153.60915,3331.6475,102647.445,299.9543,152.37119,134.57169,142.70566,121.782,125.49298,75.03892,38.00165,113.02317,75.017044,37.996693,113.03215
CGAN_ASD399,182.58069,193.736,114.128105,111.99223,1698.316,100216.01,298.0591,152.18584,136.2164,142.95561,122.14977,124.82251,78.9998,38.995728,113.02926,77.93668,38.969067,112.967415
CGAN_ASD400,225.44147,232.44536,139.77472,135.4802,2609.6099,101413.04,296.3168,151.57266,134.33218,141.91833,120.33653,122.9395,79.11493,39.015327,113.01792,78.05504,39.022488,113.01624
CGAN_ASD401,261.2616,267.9537,162.21143,157.0925,3389.7278,101308.09,298.12897,151.26161,134.78186,142.02863,121.507866,123.96165,79.14821,39.056686,112.99399,78.082794,39.046673,113.01734
CGAN_ASD402,178.35475,189.08926,114.04081,111.21434,1627.5707,101410.22,300.26114,152.63083,127.19467,128.48756,116.19977,118.4175,75.43485,38.163166,113.01358,75.203285,38.09795,112.93513
CGAN_ASD403,217.63605,222.1086,131.66127,130.66096,2239.6794,102603.99,293.88403,154.15439,124.77708,129.99686,113.19647,115.776375,74.96294,37.96273,113.03637,74.95358,37.954895,112.97286
CGAN_ASD404,251.02097,256.44897,154.41,151.00558,3093.3533,102885.35,296.5903,153.41315,124.120575,130.4038,113.97277,117.045425,75.08008,38.00653,113.01432,74.994225,37.971264,113.01227
CGAN_ASD405,189.30174,196.07968,117.64474,115.86531,1798.2389,102449.36,299.9831,153.49529,122.85447,127.573524,114.14384,116.02024,79.354706,39.101162,113.00138,78.258865,39.061855,113.01943
CGAN_ASD406,225.62303,230.25754,137.2167,136.57982,2595.3716,102349.2,296.04517,151.20387,124.555595,130.16219,113.37052,115.45628,78.92908,39.004616,113.00443,77.972855,38.968956,113.01379
CGAN_ASD407,261.03552,266.13647,159.96964,156.83403,3326.1846,101101.85,295.9229,150.39703,126.52604,132.956,115.40157,117.92381,79.05938,39.03063,112.980606,77.995155,38.987522,113.019615
CGAN_ASD408,184.34692,187.77892,113.07875,107.66821,1613.5239,102255.78,298.1626,151.15085,142.27435,151.45607,125.82806,129.17804,74.96445,38.00888,113.00078,75.084724,38.03412,113.033325
CGAN_ASD409,221.41154,225.70232,137.80391,130.82057,2507.9387,103976.82,298.5775,151.28143,142.28452,151.5024,125.840744,129.75467,75.297424,38.06133,113.00174,75.239655,38.08979,113.04501
CGAN_ASD410,257.3297,265.29205,160.24303,154.95467,3444.2056,101809.25,301.16852,150.62941,141.80402,151.28307,127.13457,130.60878,74.95137,38.006367,113.03786,75.00028,37.991524,113.01055
CGAN_ASD411,185.40639,192.8179,114.10465,112.01074,1707.8538,101950.37,296.56644,152.48781,140.15982,148.5595,124.10359,126.78852,78.96555,38.987732,113.014915,77.95463,38.984512,113.00633
CGAN_ASD412,227.45525,234.05592,141.0893,137.08408,2703.0742,103117.68,298.02393,152.22195,138.26201,146.12137,123.09604,125.36292,79.07431,39.02539,113.01838,78.06523,39.043774,113.0219
CGAN_ASD413,261.87726,273.87784,161.55531,157.03761,3353.9707,100539.46,295.6411,150.74654,141.69696,149.8846,125.67073,127.53314,79.16625,39.05694,113.02915,78.059074,39.055588,112.97349
